pmcid,file_path,title_lenght,title,journal,pub_year,word_count,sentence_count,label_q1,label_q2,checking_website,legit_coloncancer_article,note,sg_query,th_query
PMC11807072,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11807072.xml,117,Inhibiting HSP90 changes the expression pattern of PINK1 and BNIP3 and induces oxidative stress in colon cancer cells,Molecular Biology Reports,2025,4044,179,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11807072/,1,,0,0
PMC11807503,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11807503.xml,115,A121 DEVELOPMENT OF COLON CANCER MODELS TO STUDY THE INTERACTION BETWEEN CANCER STEM CELLS AND THE MICROENVIRONMENT,Journal of the Canadian Association of Gastroenterology,2025,361,16,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11807503/,0,abstract,0,0
PMC11811762,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11811762.xml,139,Correction to ‘ARID1A downregulation promotes cell proliferation and migration of colon cancer via VIM activation and CDH1 suppression’,Journal of Cellular and Molecular Medicine,2025,105,9,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11811762/,0,correction,0,0
PMC11814099,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11814099.xml,110,Bafilomycin A1 induces colon cancer cell death through impairment of the endolysosome system dependent on iron,Scientific Reports,2025,4827,284,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11814099/,1,,0,0
PMC11815772,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11815772.xml,131,Integrin α3β1 Is Not Required for Onset of Dysplasia in Genetic Model of Colon Cancer but Promotes Motility of Colon Cancer Cells,Cancers,2025,5460,206,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11815772/,1,,0,0
PMC11816266,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11816266.xml,103,Apatinib Degrades PD-L1 and Reconstitutes Colon Cancer Microenvironment via the Regulation of Myoferlin,Cancers,2025,6239,325,?,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11816266/,1,,0,0
PMC11817846,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11817846.xml,87,Right-Sided Versus Left-Sided Colon Cancer—A 5-Year Single-Center Observational Study,Cancers,2025,4586,227,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11817846/,1,,0,0
PMC11821778,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11821778.xml,141,The edible ethanol extract of Rosa hybrida suppresses colon cancer progression by inhibiting the proliferation-cell signaling-metastasis axis,Nutrition Research and Practice,2025,4894,260,?,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11821778/,1,,0,0
PMC11823094,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11823094.xml,127,Unveiling the prognostic significance of RNA editing-related genes in colon cancer: evidence from bioinformatics and experiment,European Journal of Medical Research,2025,4705,266,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11823094/,1,,0,0
PMC11825529,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11825529.xml,83,Adjuvant Chemotherapy for High-Risk Stage II Colon Cancer: A Population-Based Study,Journal of Gastrointestinal Cancer,2025,2468,86,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11825529/,1,,0,0
PMC11827514,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11827514.xml,84,A Rare Case of Triple Primary Malignant Neoplasms (RCC and Colon Cancer) Detected by,Molecular Imaging and Radionuclide Therapy,2025,17,2,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11827514/,0,abstract,0,0
PMC11827549,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11827549.xml,86,Narrative review of neoadjuvant therapy in patients with locally advanced colon cancer,The Kaohsiung Journal of Medical Sciences,2024,4228,143,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11827549/,1,,0,0
PMC11829933,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11829933.xml,98,TFAP2A-regulated CRNDE enhances colon cancer progression and chemoresistance via RIPK3 interaction,Functional & Integrative Genomics,2025,5098,308,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11829933/,1,,0,0
PMC11830282,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11830282.xml,109,Perforated colon cancer complicated by necrotizing soft tissue infection: A case report and literature review,IDCases,2025,2896,129,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11830282/,1,,0,0
PMC11831619,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11831619.xml,98,Inequities in the Time to Colon Cancer Diagnosis Among Individuals With Severe Psychiatric Illness,Cancer Medicine,2025,4619,148,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11831619/,1,,0,0
PMC11833359,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11833359.xml,107,A predictive nomogram for predicting liver metastasis in early-onset colon cancer: a population-based study,Translational Cancer Research,2025,2782,101,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833359/,1,,0,0
PMC11833362,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11833362.xml,225,"Development of a nomogram predicting perineural invasion risk and assessment of the prognostic value of perineural invasion in colon cancer: a population study based on the Surveillance, Epidemiology, and End Results database",Translational Cancer Research,2025,4825,164,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833362/,1,,0,0
PMC11833425,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11833425.xml,99,Development and validation of a prognostic model based on disulfidptosis-related ferroptosis genes:,Translational Cancer Research,2025,5941,275,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833425/,1,,0,0
PMC11833620,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11833620.xml,104,Identification and exploration of anticancer activity of novel peptides isolated from the edible bivalve,Toxicology Reports,2025,6033,271,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833620/,1,,0,0
PMC11834688,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11834688.xml,122,Genetic analysis for diagnosing local recurrence of sigmoid colon cancer mimicking a small intestinal tumor: a case report,World Journal of Surgical Oncology,2025,2219,118,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11834688/,1,,0,0
PMC11836420,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11836420.xml,198,"Age-related differences in staging, treatment and net survival in relation to frailty in adults with colon cancer in England: an analysis of the COloRECTal cancer data repository (CORECT-R) resource",Age and Ageing,2025,2849,109,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11836420/,1,,0,0
PMC11837961,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11837961.xml,163,The Value of Infrapyloric Lymph Nodes Dissection in Right Hemicolectomy for Hepatic Flexure Colon Cancer: A Multicenter Analysis Based on Propensity Score Matching,Diseases of the Colon and Rectum,2024,5732,209,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11837961/,1,,0,0
PMC11842171,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11842171.xml,155,Laparoscopic Sigmoidectomy in a Male Colon Cancer Patient With Pelvic Arteriovenous Malformation Using Preoperative Interventional Radiology: A Case Report,Asian Journal of Endoscopic Surgery,2025,1737,118,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11842171/,1,,0,0
PMC11842742,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11842742.xml,166,"Comprehensive analysis of mitochondrial-related gene signature for prognosis, tumor immune microenvironment evaluation, and candidate drug development in colon cancer",Scientific Reports,2025,6994,420,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11842742/,1,,0,0
PMC11842877,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11842877.xml,73,Spontaneous Regression of Advanced Transverse Colon Cancer: A Case Report,Surgical Case Reports,2025,2277,77,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11842877/,1,,0,0
PMC11844013,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11844013.xml,149,"Calcium electroporation induces stress response through upregulation of HSP27, HSP70, aspartate β-hydroxylase, and CD133 in human colon cancer cells",Biological Research,2025,5730,257,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11844013/,1,,0,0
PMC11845748,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11845748.xml,126,Predicting immunotherapy prognosis and targeted therapy sensitivity of colon cancer based on a CAF-related molecular signature,Scientific Reports,2025,7730,458,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11845748/,1,,0,0
PMC11846493,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11846493.xml,72,Clinical and genetic drivers of oligo-metastatic disease in colon cancer,"Neoplasia (New York, N.Y.)",2024,5098,228,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11846493/,1,,0,0
PMC11847703,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11847703.xml,92,High-performance CT features supporting accurate pre-operative tumor staging in colon cancer,Frontiers in Oncology,2025,6070,234,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11847703/,1,,0,0
PMC11848238,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11848238.xml,168,The association of physical activity with survival in colon cancer versus a matched general population: Data from Cancer and Leukemia Group B 89803 and 80702 (Alliance),Cancer,2025,4061,142,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11848238/,1,,0,0
PMC11850810,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11850810.xml,105,Re-examining the optimal extent of lymph node dissection for colon cancer using the lymphadenectomy index,Scientific Reports,2025,3144,126,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11850810/,1,,0,0
PMC11853328,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11853328.xml,98,Green Tea Components: In Vitro and In Vivo Evidence for Their Anticancer Potential in Colon Cancer,Cancers,2025,10153,424,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11853328/,1,,0,0
PMC11854478,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11854478.xml,183,Novel Pathways of Oxidative and Nitrosative Inactivation of the Human MGMT Protein in Colon Cancer and Glioblastoma Cells: Increased Efficacy of Alkylating Agents In Vitro and In Vivo,Diseases,2025,5863,276,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11854478/,1,,0,0
PMC11855940,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11855940.xml,132,Enhanced Lymph Node Detection in Colon Cancer Using Indocyanine Green Fluorescence: A Systematic Review of Studies from 2020 Onwards,Journal of Personalized Medicine,2025,4735,292,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11855940/,1,,0,0
PMC11858825,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11858825.xml,177,Phaseolus acutifolius Recombinant Lectin Exerts Differential Proapoptotic Activity on EGFR+ and EGFR? Colon Cancer Cells and Provokes T Cell-Assisted Antitumor Responses in Mice,Pharmaceuticals,2025,6872,264,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11858825/,1,,0,0
PMC11859487,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11859487.xml,98,"Nano-Radiopharmaceuticals in Colon Cancer: Current Applications, Challenges, and Future Directions",Pharmaceuticals,2025,8942,421,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11859487/,1,,0,0
PMC11859493,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11859493.xml,103,Intestinal Probiotic Lysate Modified Bifunctional Nanoparticle for Efficient Colon Cancer Immunotherapy,Pharmaceutics,2025,6366,349,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11859493/,1,,1,0
PMC11861115,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11861115.xml,78,Prognostic value of folate-associated gene expression in stage II colon cancer,Journal of Cancer Research and Clinical Oncology,2025,4303,210,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11861115/,1,,0,0
PMC11866233,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11866233.xml,92,Assessment of new pathological markers in early stage colon cancer: Insights and limitations,World Journal of Gastrointestinal Oncology,2025,3366,152,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11866233/,1,,0,0
PMC11866241,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11866241.xml,128,Penile metastasis from colon cancer with BRAFV600E mutation treated with BRAF/MEK-targeted therapy plus cetuximab: A case report,World Journal of Gastrointestinal Oncology,2025,2706,127,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11866241/,1,,0,0
PMC11866253,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11866253.xml,116,Is intraperitoneal isoperistaltic side-to-side anastomosis a safe surgical procedure in radical colon cancer surgery,World Journal of Gastrointestinal Oncology,2025,4575,150,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11866253/,1,,0,0
PMC11866310,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11866310.xml,151,Licorice Extract Isoliquiritigenin Increased Cytosol Calcium and Induced Apoptosis in Colon Cancer Cells via Transient Receptor Potential Vanilloid‐1,Cancer Medicine,2025,3794,218,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11866310/,1,,0,0
PMC11866619,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11866619.xml,89,Total cardiolipin levels in gastric and colon cancer: evaluating the prognostic potential,Lipids in Health and Disease,2025,5552,245,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11866619/,1,,0,0
PMC11867542,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11867542.xml,114,Mitochondria-targeted photothermal-chemodynamic therapy enhances checkpoint blockade immunotherapy on colon cancer,Materials Today Bio,2025,7703,390,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11867542/,1,,0,0
PMC11868267,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11868267.xml,149,"Editorial: The impact of specific environmental exposures on breast, lung, and colon cancer: advancing public health strategies for enhanced outcomes",Frontiers in Public Health,2025,1654,69,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11868267/,0,editorial,0,0
PMC11869571,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11869571.xml,140,"Roux-en-Y gastric bypass-associated fecal tyramine promotes colon cancer risk via increased DNA damage, cell proliferation, and inflammation",Microbiome,2025,9799,500,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869571/,1,,1,0
PMC11869699,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11869699.xml,179,Clinical comparative study of the modified superior mesenteric artery approach in total laparoscopic radical resection for right colon cancer - a single-center retrospective study,World Journal of Surgical Oncology,2025,3974,145,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869699/,1,,0,0
PMC11869718,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11869718.xml,153,Clinical application of three-dimensional printing technology in laparoscopic right hemicolectomy for colon cancer: a pilot study and video demonstration,3D Printing in Medicine,2025,3592,144,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869718/,1,,0,0
PMC11869867,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11869867.xml,124,Impact of sleep deprivation on colon cancer: Unraveling the KynA-P4HA2-HIF-1α axis in tumor lipid metabolism and metastasis,Molecular Metabolism,2025,9388,503,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869867/,1,,1,0
PMC11873530,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11873530.xml,121,Impact of hospital volume on survival in patients with locally advanced colon cancer – A Dutch population‐based study,Colorectal Disease,2025,5287,188,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11873530/,1,,0,0
PMC11874721,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11874721.xml,137,Circular RNA pappalysin-1 enhances glycolysis via microRNA-656-3p targeting G-protein subunit gamma-5 to promote colon cancer progression,Clinics,2025,3181,122,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11874721/,1,,0,0
PMC11874797,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11874797.xml,136,TMEM52B-derived peptides inhibit generation of soluble E-cadherin and EGFR activity to suppress colon cancer growth and early metastasis,Journal of Translational Medicine,2025,6547,314,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11874797/,1,,0,0
PMC11881248,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11881248.xml,118,Exosomal miR-125b-5p derived from mesenchymal stromal/stem cell enhances anti-PD-1 therapy in mouse colon cancer model,Stem Cell Research & Therapy,2025,3432,164,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11881248/,1,,0,0
PMC11881837,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11881837.xml,192,The immunopeptidome of colon cancer cells treated with topoisomerase inhibiting drug reveals differential as well as common endogenous protein sampling and display of MHC I-associated peptides,Molecular & Cellular Oncology,2025,4584,154,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11881837/,1,,0,0
PMC11882678,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11882678.xml,208,Correction: Neoadjuvant Immunotherapy Followed by Surgery Compared with Upfront Surgery Alone in Operable Colon Cancer with Deficient Mismatch Repair: Modeling Oncological Outcomes and Numbers Needed to Treat,Annals of Surgical Oncology,2025,28,3,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11882678/,0,correction,0,0
PMC11883157,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11883157.xml,117,Editorial: Experimental and computational methods in the development of diagnostics and therapeutics for colon cancer,Frontiers in Molecular Biosciences,2025,629,39,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11883157/,0,editorial,0,0
PMC11883960,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11883960.xml,103,HAS-CIRCpedia-5280 sponges miR-4712-5p inhibited colon cancer autophagyinduced by human beta-defensin-1,Journal of Translational Medicine,2025,3569,235,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11883960/,1,,1,0
PMC11885055,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11885055.xml,142,"Integration of lipidomics with targeted, single cell, and spatial transcriptomics defines an unresolved pro-inflammatory state in colon cancer",Gut,2024,8650,323,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11885055/,1,,1,0
PMC11887011,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11887011.xml,216,"Prior antibiotics exposure is associated with an elevated risk of surgical site infections, including anastomotic leakage, after colon cancer but not rectal cancer surgery: A register‐based study of 38,839 patients",International Journal of Cancer,2024,5935,184,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11887011/,1,,1,0
PMC11887163,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11887163.xml,92,CNPY3’s regulation of tumor microenvironment and its impact on colon cancer aggressiveness,Molecular Medicine,2025,4790,305,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11887163/,1,,0,0
PMC11888798,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11888798.xml,35,Familial Polyposis and Colon Cancer,South Asian Journal of Cancer,2025,1980,82,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888798/,1,,0,0
PMC11888808,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11888808.xml,71,Adjuvant Chemotherapy in Colon Cancer: Simple is Better… Less is More,South Asian Journal of Cancer,2025,2475,115,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888808/,1,,0,0
PMC11888812,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11888812.xml,71,Complete Mesocolic Excision for Colon Cancer: The New Standard of Care?,South Asian Journal of Cancer,2025,4318,207,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888812/,1,,0,1
PMC11890774,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11890774.xml,123,Self-supervised learning reveals clinically relevant histomorphological patterns for therapeutic strategies in colon cancer,Nature Communications,2025,10612,558,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11890774/,1,,0,0
PMC11891133,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11891133.xml,51,SMURF1: a promising target for colon cancer therapy,Protein & Cell,2025,1833,63,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11891133/,1,,0,0
PMC11894935,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11894935.xml,94,Dynamics of the microbiota in right-sided colon cancer patients: pre- and post-tumor resection,Annals of Coloproctology,2025,673,27,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11894935/,0,editorial,0,0
PMC11894938,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11894938.xml,106,The effect of tumor resection on intestinal microbiota dysbiosis in patients with right-sided colon cancer,Annals of Coloproctology,2025,3822,168,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11894938/,1,,1,0
PMC11895621,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11895621.xml,231,Correction to “LncRNA MYLK antisense RNA 1 activates cell division cycle 42/Neutal Wiskott–Aldrich syndrome protein pathway via microRNA‐101‐5p to accelerate epithelial‐to‐mesenchymal transition of colon cancer cells”,The Kaohsiung Journal of Medical Sciences,2024,110,7,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11895621/,0,correction,0,0
PMC11897604,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11897604.xml,114,Short-term surgical outcomes of robot-assisted colectomy for colon cancer using the hinotori Surgical Robot System,Annals of Coloproctology,2025,1264,69,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11897604/,1,,0,1
PMC11898089,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11898089.xml,103,Dissociation between the expression of cGAS/STING and a senescence-associated signature in colon cancer,International Journal of Immunopathology and Pharmacology,2025,5132,182,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11898089/,1,,0,0
PMC11898227,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11898227.xml,133,Mechanism Study of Bufalin Reversal of Drug Resistance by Inhibiting Hypoxic Colon Cancer Cell-Induced Polarization of M2 Macrophages,Integrative Cancer Therapies,2025,3939,171,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11898227/,1,,0,0
PMC11906589,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11906589.xml,75,Comprehensive genomic dependency landscape of a human colon cancer organoid,Communications Biology,2025,7117,336,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11906589/,1,,0,0
PMC11907002,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11907002.xml,90,A dynamic nomogram predicting nosocomial infections in patients after colon cancer surgery,Frontiers in Oncology,2025,4330,176,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11907002/,1,,0,0
PMC11907261,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11907261.xml,119,The Long Noncoding RNA DUXAP8 Facilitates the Malignant Progression of Colon Cancer via the microRNA-378a-3p/FOXQ1 Axis,Gut and Liver,2025,4585,239,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11907261/,1,,0,0
PMC11909863,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11909863.xml,77,Factors associated with lymph node metastasis and survival in T2 colon cancer,BMC Gastroenterology,2025,3929,182,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11909863/,1,,0,0
PMC11911208,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11911208.xml,144,Prognostic impact of visceral and subcutaneous fat area in stage I-III colon cancer patients with cachexia: a population-based multicenter study,Frontiers in Nutrition,2025,3038,119,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11911208/,1,,0,0
PMC11913854,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11913854.xml,160,Acetylated Dendrobium huoshanense polysaccharide: a novel inducer of apoptosis in colon cancer cells via Fas�FasL pathway activation and metabolic reprogramming,Frontiers in Oncology,2025,6257,295,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11913854/,1,,0,0
PMC11915798,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11915798.xml,112,Multi-omics analysis reveals associations between gut microbiota and host transcriptome in colon cancer patients,mSystems,2025,5264,292,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11915798/,1,,1,0
PMC11919874,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11919874.xml,81,The role of intestinal macrophage polarization in colitis-associated colon cancer,Frontiers in Immunology,2025,9909,438,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11919874/,1,,1,0
PMC11920356,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11920356.xml,165,Development and validation of cancer-specific survival prediction nomogram for patients with T4 stage colon cancer after surgical resection: a population-based study,International Journal of Colorectal Disease,2025,3793,160,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11920356/,1,,0,0
PMC11920466,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11920466.xml,147,Disulfidptosis-based molecular clustering and prognostic signatures predict patient survival and the immune landscape in patients with colon cancer,Discover Oncology,2025,4193,212,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11920466/,1,,0,0
PMC11920779,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11920779.xml,154,"Isoegomaketone improves radiotherapy efficacy and intestinal injury by regulating apoptosis, autophagy and PI3K/AKT/mTOR signaling in a colon cancer model",Oncology Reports,2025,5216,292,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11920779/,1,,0,0
PMC11921172,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11921172.xml,80,What is the significance of mismatch repair deficiency in stage IV colon cancer?,Journal of Gastrointestinal Oncology,2025,762,35,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11921172/,0,editorial,0,0
